"company_name","company_industry","company_location","company_description","linkedin_followers","linkedin_company_url","linkedin_search_term","linkedin_search_params"
"DXwand","Software Development","Cheyenne, Wyoming","DXwand's Knowledge Mining and Generative AI technology helps businesses embark below capabilities to streamline and automate their customer service conversations and unlock business insights from their knowledge. Company worked for years to build technology caters for multiple languages and dialects. - Engage: Automate your customers conversations intuitively; leverage your existing knowledge and backend systems to surface them into intuitive conversational experience to answer customers’ specific questions, perform services and more in multiple languages over the most diverse set of channels such as call centers, social media, website, mobile app and WhatsApp for Business. - Analyze: Get instant and accurate answers about your data, whether they are huge set of PDFs, recordings, sites or backend systems. - Validate: Automatically validate your new built documents compliance with your policies and tap into details of why they would be none compliant. Optimize your employees time and increase their efficiency and productivity.",8000,"https://www.linkedin.com/company/dxwand/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Cercli","Software Development","San Francisco","Cercli is a YC-backed AI-native platform for recruiting, HR and payroll. Most companies run hiring in one tool, HR in another, and payroll in a third. We put all three in one place. No duplicate data, no manual handoffs, no admin that eats your day. Our AI-native ATS finds and screens the right candidates before they reach your desk. HRIS keeps every employee record, policy, and process accurate and up to date. Global payroll handles every hire type across 100+ countries, employees, contractors, and EOR, with compliance built in. Built for fast-growing teams who can't afford to slow down. Hire faster. Manage better. Learn more at cercli.com",7000,"https://www.linkedin.com/company/cercli/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"ADFAR Tech","Software Development","Dubai","ADFAR Tech | 🧩 Custom Software Development | 👥 IT & Tech Resourcing | 🌍 SaaS / Enterprise Tech Expansion (KSA, UAE, Middle East) | 💼 Enterprise Deals | 📈 Revenue-First GTM | ❌ No Retainers #CustomSoftware #TechResourcing #SaaS #Partnerships #ChannelPartners #BusinessDevelopment #EnterpriseSales #KSA #UAE #GCC We help enterprise Tech, IT, and SaaS companies expand and generate revenue in 🇸🇦 KSA, 🇦🇪 UAE, and the Middle East through a partnership-led, revenue-first model. ❌ No consulting decks ❌ No retainers ✅ Focused on execution and closed revenue Through ADFAR Tech, I combine three levers under one operating model: 🌍 Market Expansion (GTM + Partnerships) • 🤝 Enterprise access in KSA/UAE (qualified meetings, live deals) • 🧩 Channel partners: SIs, resellers, implementation partners • 📑 Commercial setup: pricing, proposals, compliance, contracting 🧠 Custom Software Development (Delivery) • 🛠️ Enterprise builds: web, mobile, platforms, data/AI • 🚀 Delivery support directly tied to deal closure 👥 IT & Tech Resourcing (Scale fast) • ⚡ On-demand engineers and specialists • 🏢 Onsite (KSA/UAE) + 🌐 offshore delivery options 📈 Outcome-driven KPIs • ⏱️ Faster time-to-first-deal • 🔁 Higher meeting → proposal → close conversion • 💰 Partner-led pipeline that converts into revenue • 🧩 Execution capacity without delivery bottlenecks If you’re entering or scaling in Saudi or UAE, DM me with product, target industry, and ACV range.",52000,"https://www.linkedin.com/company/adfar-tech/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Blend-ed®","Software Development","San Francisco, CA","Professional training companies in regulated industries often rely on generic LMS platforms, spreadsheets, and disconnected tools to manage courses, cohorts, certificates, and compliance records. Blend-ed replaces that patchwork with one AI-powered LMS built for certification-based training businesses. It brings every part of the training operation into one branded platform, from self-paced learning and live online classes to instructor-led, offline, and blended delivery. With AI-powered course creation, certification management, audit-ready reporting, multi-organisation support, cohort scheduling, e-commerce, and verifiable certificates, Blend-ed helps teams reduce manual work, launch programs faster, stay audit-ready, and grow revenue at scale. Built on Open edX, one of the world's most trusted learning infrastructure platforms.",3000,"https://www.linkedin.com/company/blendxed/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Jungle Gaming","Software Development","Dubai, Dubai","Jungle Gaming is a B2B iGaming company. We build original casino games and the connected technology operators use to run them. Most operators do not have a content problem or a platform problem. They have a fragmentation problem — games from one vendor, aggregation from another, player systems, payments, CRM and analytics from three more, each with its own integration and owner. The cost lands as repeated provider work, slower rollouts and player context that never quite connects. Four capabilities answer that. Each works on its own. Together they share one operating context. ORIGINAL GAMES Jungle Games designs slots and instant games from concept to release: distinctive worlds, intuitive mechanics, mobile-first performance. Titles include Captain's Treasure, Fox the Course Seller, Chimp Mines and Goblin's Gold. GAME AGGREGATION 30,000+ slots, table games, live casino and crash titles from 120+ providers through a single integration, with provider connections and technical maintenance handled by Jungle. New releases every month. MODULAR TURNKEY Casino management, player accounts and wallets, payments and KYC, bonuses and gamification, CRM and automation, affiliates and reporting — scoped around the operator's market, licence, existing stack and rollout. PLAYER INTELLIGENCE Jungle AI works from approved player signals under the operator's data governance: understand behavior, build dynamic segments, identify churn risk, act through configured journeys, learn from every outcome. Licences and regulatory responsibility stay with the operator. Our work is to keep the content, integrations and workflows around them configurable, market by market. We build across Dubai and Brazil, with a team that learns quickly, challenges familiar ideas and raises the standard with every release. Original games. One connected iGaming operation. Start a conversation: sales@junglegaming.io",42000,"https://www.linkedin.com/company/junglegaming/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Angelicore Game Studios","Computer Games","St.Petersburg, Florida","Angelicore Game Studios is a cross-platform game development and publishing studio. We are currently developing Angelic, a narrative-driven multiplayer strategy RPG set in a dark sci-fi universe.",11000,"https://www.linkedin.com/company/angelicore-game-studios/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Weelo","Software Development","Middletown, Delaware","Weelo is a next-generation AI & Automation Sales Channel Platform designed to revolutionize how businesses manage and optimize multiple sales channels—all within a single, intelligent solution. Our enterprise-grade platform automates sales and distribution processes from warehouse management to cash collection, driving operational efficiency, accelerating revenue growth, and positioning businesses to stay ahead in today’s dynamic market. Connect with our team at info@weelo.co to explore how Weelo’s advanced platform can streamline sales operations, optimize multi-channel strategies, and fuel sustainable business growth. Businesses that adopt Weelo increase productivity, enhance visibility, and expand their market presence—all from one fully integrated platform. Experience the power of Weelo firsthand—request your personalized demo at www.weelo.co and see how our platform can transform your sales operations. Have specific questions or looking for partnership opportunities? Reach out directly at info@weelo.co, and one of our specialists will respond promptly. Follow us for insights, updates, and industry trends: 🌐 Website: www.weelo.co 📧 Sales & Business Inquiries: sales@weelo.co 🤝 Partnerships: info@weelo.co 💼 Careers: hr@weelo.co",7000,"https://www.linkedin.com/company/weelobusiness/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Synapse Analytics","Software Development","Abu Dhabi","We help financial institutions make faster, smarter credit decisions at scale. Synapse Analytics automates the entire credit lifecycle: onboarding, verification, assessment, and decisioning; all in one platform, powered by AI. To date, we’ve facilitated over $200M in credit decisions, helped clients achieve up to 5x customer acquisition, and reduce non-performing loans by 40%. Built for business and risk teams—not technical users—our no-code tools simplify complex workflows, reduce risk, and speed up approvals. From serving first-time borrowers to scaling nationwide lending operations, we help lenders reach more customers with less effort and more confidence. By simplifying decisioning and unlocking better credit infrastructure, we’re driving real financial inclusion—enabling more people and businesses to access the credit they need to grow. نساعد المؤسسات المالية على اتخاذ قرارات ائتمانية أسرع وأذكى، على نطاق واسع. سيناپس أنالاتكس توفّر منصة واحدة لأتمتة دورة الائتمان بالكامل: من تسجيل العملاء والتحقّق من بياناتهم، إلى التقييم واتخاذ القرار—وكلها مدعومة بالذكاء الاصطناعي. حتى الآن، ساعدنا في تسهيل أكثر من 200 مليون دولار من قرارات التمويل، وحقق عملاؤنا نمواً يصل إلى 5 أضعاف في عدد العملاء، وتقليلاً في القروض المتعثرة بنسبة 40٪. أدواتنا لا تتطلب خبرة تقنية، ومصمّمة خصيصًا لفرق الأعمال والمخاطر. واجهات سهلة، بدون برمجة، لتبسيط العمليات، وتقليل المخاطر، وتسريع الموافقات. سواء كنت تخدم عملاء جدد أو توسّع عمليات التمويل في السوق، نساعدك على الوصول إلى عدد أكبر من العملاء بثقة وكفاءة. من خلال تحسين البنية التحتية للقرار، تساهم سيناپس في تعزيز الشمول المالي، وتوسيع فرص التمويل للأفراد والشركات.",45000,"https://www.linkedin.com/company/synapse-analytics/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"AI Astrolabe","Software Development","Kingston, New York","Building AI for low-resource languages is not just translation. It is local grounding, dialect nuance, and cultural alignment, at every stage of the AI lifecycle. We provide high-quality alignment data, rigorous evaluation, and red teaming, purpose-built for low-resource languages.",2000,"https://www.linkedin.com/company/ai-astrolabe/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Pixxi","Software Development","Dubai","One CRM for all departments of real estate work in one place.",42000,"https://www.linkedin.com/company/pixxi-crm/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Maxyfi","Software Development","Dallas, Texas","Maxyfi is an all-in-one, AI-powered Debt Collection Software built specifically for Collection Agencies, Credit Unions, Debt Buyers, and Businesses looking to streamline recovery, reduce manual effort, and boost cash flow. Designed to automate every stage of the collection process, Maxyfi empowers your team with intelligent workflows, real-time insights, and powerful engagement tools—all while keeping the end-consumer experience at the core. 💼 What Maxyfi Offers: ✅ Collection CRM to manage accounts, follow-ups & team workflows 🤖 AI Chatbots & Voice Agents trained for smart, human-like collection conversations 📡 Omni-Channel Hub (Email, SMS, Voice, WhatsApp) 🧾 Digital Self-Service Consumer Portal 🌐 White-Labeled Client Portal 💳 Custom Payment Landing Pages 📈 Analytics Dashboard & Custom Reporting 🔌 Easy Integrations & Plugins 🔒 SOC 2 Type II & ISO 27001 Certified ⚡ Why Maxyfi? Built for high-volume, high-compliance collection operations Designed for both agency teams and consumer usability Proven to improve recovery rates, reduce DSOs, and enable real-time tracking 🚀 Ready to Simplify Collections? Schedule a live demo now: 👉 https://calendly.com/maxyfi_ar/maxyfi-demo",6000,"https://www.linkedin.com/company/maxyfi/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Pvotal Technologies","Software Development","Sacramento, CA","Technology is pivotal in improving lives, sustaining the environment, and pushing society forward. Unfortunately, many go adrift while engineering solutions, lose track of their objectives, and decouple from their original vision before they run out the clock to pivot. We engineered complex, automated processes aligned with best AIOps, BizDevOps, DevSecOps, CloudOps, and ITOps practices to reduce the technical debt involved in creating secure, scalable, and high-performing global scale apps. We built a comprehensive, low-code, event-driven, micro-service-based, Cloud Native platform to help businesses go to market faster by leveraging our highly agnostic processes. In human language, we transform ideas into enterprise-grade cloud applications in half the time, cost, and effort than traditional approaches.",3000,"https://www.linkedin.com/company/pvotaltech/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Gap Cloud","Software Development","Denver, Colorado","Gap Cloud is a SaaS ERP company that provides businesses with the tools they need to automate their development cycle and improve their operations.",5000,"https://www.linkedin.com/company/gap-cloud2019/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Intcore","Software Development","Dubai, Dubai","Intcore is one of the top-ranked companies in UAE, Intcore is a digital service company specializing in web solutions, digital marketing, AI services, and mobile app development. We have a powerful, ambitious team we depend on to achieve our goals. We strive to introduce the best quality in the market. Our team at INTCore believes that keeping pace with technological advancement, along with sticking to our values and concentrating on customer satisfaction are the perfect combination to achieving great success.",15000,"https://www.linkedin.com/company/intcore/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Dynasol Technologies","Software Development","Dover, DE","Dynamics 365 Business Central is among the Microsoft Cloud Platform services supported by Dynasol Technologies, alongside Dynamics 365, Office 365, EMS, and Azure. We assist organizations in choosing a support service that meets their needs and budget, ensuring a smooth transition to cloud-based solutions.",5000,"https://www.linkedin.com/company/dynasoldottech/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Teknikforce","Software Development","Sharjah, Sharjah","Teknikforce builds powerful, easy-to-use digital marketing & AI tools that help businesses generate leads, automate marketing, and scale online. We serve digital marketers, agencies, startups, and online business owners through an all-in-one ecosystem designed for performance, scalability, and simplicity. What we do best: • Lead generation & funnel building • Websites, landing pages & eCommerce • Email marketing & automation • Video marketing & webinars • Social media & multi-account management • SEO, organic traffic & growth tools Our Flagship Products: 🔹 CloudFunnels – Funnels, landing pages & websites 🔹 CourseFunnels – Online courses with built-in marketing 🔹 ShopFunnels – High-converting eCommerce stores 🔹 Webira – AI-powered website creator 🔹 Webinarloop – Live & on-demand webinar platform 🔹 Tuberank Jeet – YouTube & video SEO software 🔹 Vidko – AI video generation platform 🔹 Sendster – Email newsletter marketing software 🔹 Postifluence – SEO & organic traffic growth tools 🔹 Logii Browser – Multi-login & social media management 🌍 Remote-first team | Serving customers worldwide 👉 Follow us for insights on digital marketing, AI automation, SaaS growth, and product updates. 🔗 Visit our website to explore all our 40+ tools",35000,"https://www.linkedin.com/company/teknikforce/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"KTern.AI","Software Development","Dallas, Texas","KTern.AI is an SAP-certified Agentic AI partner, accelerating SAP migration and modernization programs up to 7x faster for enterprises worldwide. With its purpose-built Agentic AI platform for SAP transformation, KTern.AI enables enterprises and system integrators to maximize the value of their SAP investments, driving predictable, risk-mitigated, and outcome-driven transformation journeys. Recognized as a global leader in cognitive automation, KTern.AI delivers an industry cloud digital workplace powered by tribal knowledge intelligence and data-driven hyperautomation, ensuring intelligent execution across the entire SAP lifecycle. KTern.AI simplifies the effort in SAP assessments, greenfield, conversion, SDT, upgrades & AMS projects, testing, custom code adaptation and change impact mining. KTern.AI provides continuous automation value in end-to-end SAP digital transformation cycles, leading to 7x times accelerated transformations with 24% reduction in overall effort. KTern.AI offers 5 digital automation streams to boost the success rate of SAP Digital Transformations in enterprises : (1) Digital Maps - Plan your SAP transformations, driven by rapid and comprehensive assessments (2) Digital Projects - Ensure productive governance in your SAP transformation projects with remote efficiency (3) Digital Process - Orchestrate your SAP process lifecycle with tribal knowledge base & integrity led experience (4) Digital Labs - Gain ultimate control and ensure your business reliability with SAP test intelligence (5) Digital Mines - Avoid business disruptions with risk-free releases, optimized testing & Intelligent SAP DevOps Connect with us: https://ktern.com/contact Email: info@ktern.com",5000,"https://www.linkedin.com/company/ktern/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"VisionRD","Software Development","Islamabad","VisionRD is an AI research and technology company building intelligent solutions for enterprises. We develop advanced AI products across Enterprise AI, Wearable AI, and intelligent automation. Our technology transforms complex business data and real-world processes into actionable intelligence. We work with leading organizations to solve high-impact problems through AI and deep-tech innovation. Our solutions are designed to be scalable, intelligent, and built for real-world impact. With experience working with companies including Toyota and GWM, we are building AI systems for the enterprises of tomorrow. Our mission: Building the next AGI for enterprises.",13000,"https://www.linkedin.com/company/visionrd-ai/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Spokn","Software Development","New York, NY","Spokn makes it easy for HR, L&D, and Internal Comms teams to create short, engaging videos featuring your employees and leaders. In just minutes, you can produce captivating, on-brand videos to elevate your people programs and employee communication - no editing skills or special equipment needed. Teams at Amazon, Google, Regeneron, Hyatt, and Siemens use Spokn to humanize leadership communications, enable peer-to-peer learning, amplify company values, capture employee stories at scale, and more.",5000,"https://www.linkedin.com/company/getspokn/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Aekot","Software Development","Wilmington, Delaware","Aekot is a Salesforce consultancy servicing global clients, with majority of our customers based out of North America region. With an A-team of highly qualified Salesforce professionals collectively holding decades years of SFDC experience, we excel at transforming businesses with the help of World's #1 CRM. Aekot is a Salesforce Consulting Partner and is growing rapidly by providing a suite of Salesforce services to clients across the globe. Aekot was conceived with a vision of re-imagining the digital experience for businesses by bringing together cloud technology, business strategy and data analytics in a highly collaborative environment. We believe that achieving business excellence in a disruptive age is directly associated with the ability to transform & adapt with the ever-evolving digital world. We specialize in Salesforce Customization, Implementation, Consultation, Application Development, Migration, Integration and Support & Maintenance on Sales Cloud, Service Cloud, Marketing Cloud, Tableau, etc.",4000,"https://www.linkedin.com/company/aekot/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"shortlistd.io","Software Development","Middletown, Delaware","We are building the AI workforce for hiring. Find out more at www.shortlistd.io shortlistd.io is an AI recruitment platform that autonomously sources, screens, and interviews candidates at scale reducing time-to-hire by up to 80% while cutting agency costs. Built for HR teams managing high-volume hiring or hard-to-fill roles, shortlistd.io uses coordinated AI agents to handle end-to-end recruitment workflows from job intake to interview-ready shortlists. Core Capabilities: 🔹Autonomous Candidate Sourcing: Access 800M+ global profiles with semantic search that identifies qualified candidates beyond keyword matching 🔹AI-Powered Voice Interviews: Conduct structured, consistent first-round interviews 24/7 with adaptive questioning and objective evaluation 🔹Skills-Based Screening: Evaluate candidates on experience and competency rather than CV keywords, reducing bias and improving match quality 🔹Scalable Hiring Workflows: Customize interview logic by role, seniority, and criteria; AI agents execute consistently across all candidates shortlistd.io replaces traditional recruitment agencies and manual screening processes, delivering interview-ready candidates faster and at a fraction of the cost. Hiring teams using shortlistd.io reduce recruiter workload on administrative tasks, enabling focus on strategic hiring decisions and candidate relationships. ✅ Ideal For: growing companies, scale-ups, and enterprises hiring across multiple markets, particularly those with roles requiring speed and quality at scale.",5000,"https://www.linkedin.com/company/shortlistd-io/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"DATA GUMBO","Software Development","Houston, Texas","Data Gumbo's superior network allows our users to build, negotiate and execute immutable and auditable smart contracts and artificial intelligence platforms. As a neutral third-party, we supply the blockchain and AI technologies and customized infrastructure for companies to build and operate their own trusted systems with confidence. We developed our leading award winning technology with equity funding from Saudi Aramco Energy Ventures, the venture subsidiary of Saudi Aramco; Equinor Ventures, the venture subsidiary of Equinor, Norway’s leading energy operator; and other venture capital and seed investors. Data Gumbo is headquartered in Houston, Texas, with an office in Saudi Arabia.",5000,"https://www.linkedin.com/company/data-gumbo/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Astra Tech Consulting","Software Development","New York City, New York","North American, AI and technology consulting firm with delivery hubs in New York, San Francisco, Columbus, Toronto and Dubai. At Astra Tech Consulting, our mission is to accelerate digital transformation through the power of artificial intelligence, engineering excellence, and strategic innovation. With delivery hubs in USA, Canada and UAE, we operate across all time zones to support global enterprises with precision and agility. We design and implement AI-driven, enterprise-grade solutions that enable businesses to scale intelligently, optimize performance, and unlock long-term growth. Our multidisciplinary teams merge deep technical expertise with global consulting insight, helping organizations bridge innovation and execution. At Astra Tech Consulting, we don’t just build systems — we build intelligent foundations for the future of business.",5000,"https://www.linkedin.com/company/astra-tech-consulting/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"MilkStraw AI","Software Development","San Francisco","Get the prices of reserved instances but with the flexibility of on-demand. No engineering or contracts! If this is as exciting for you as it is for us, don't hesitate to say hello!",4000,"https://www.linkedin.com/company/milkstraw-ai/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"mindzie, inc. - Process Aware Intelligence Platform","Software Development","DALLAS, TX","mindzie - The Process Aware Intelligence platform. Model, mine, monitor, and optimize the processes your business runs on. Your business runs on processes. Most companies don't truly understand how theirs actually work. Process maps go stale. Bottlenecks hide in plain sight. AI agents without process context create more work than they finish. mindzie is a Process Aware Intelligence platform. We turn how your business actually runs into a living, measurable asset that your teams, your leaders, and your AI agents can all act on. One platform. Four capabilities. Model. Full BPMN 2.0 process modeling for documentation, compliance, and governance. Mine. Automated process discovery from the event data your systems already capture. Monitor. Real time SLA tracking with AI predictions and early warnings. Optimize. AI generated intelligence reports with actionable recommendations for analysts, managers, and executives. To learn more, visit www.mindzie.com",5000,"https://www.linkedin.com/company/mindzie/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"KNOATIV","Software Development","Plano, Texas","Meaningful experiences start with knowing your customer. But the more places a brand sells — store, marketplace, web, app — the harder it is to recognise the customer standing in front of you. Experiences feel generic, and growth costs more every year. We are a retail technology company. Through loyalty management, AI voice agents and unified commerce, our customer experience platform helps retail brands drive higher customer lifetime value, resolve every inquiry in seconds, and deliver one seamless brand across every channel. The results speak for themselves: 10M+ loyalty members acquired 25% year-over-year revenue growth $41M+ in campaign-driven sales 30% faster order fulfillment These are not projections. These are results our clients achieved with Knoativ — trusted by leading retail brands, with Fortune 10 engagement. Built for retail. AI across the journey. Enterprise-ready: SOC 2 Type II, ISO 27001, 200+ integrations, cloud/on-prem/hybrid, native Arabic support.",2000,"https://www.linkedin.com/company/knoativ/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Requis","Software Development","The Woodlands, Texas","Requis is the only capital project procurement platform with a circular economy marketplace empowering companies to pair economic objectives with sustainability goals. Global resource and energy leaders trust Requis to simplify buying and selling for capital projects, saving millions and reducing carbon footprint in the process. With Requis, supply chain and procurement experts can expect not just a platform that simplifies the procurement process for capital projects, but a partner that understands the importance of economic and environmental goals. Together, let's build a future where procurement serves as a vehicle for sustainable growth.",5000,"https://www.linkedin.com/company/requis/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Geminus","Software Development","Cambridge, Massachusetts","Geminus is pioneering real-time intelligence for complex industrial systems. Our platform is the first to seamlessly integrate data, physics, and computation to enable autonomous control of cyber-physical systems. Built to scale across the largest industrial operations, Geminus empowers organizations to solve their most complex challenges in real time - unlocking new levels of productivity, efficiency, and innovation.",4000,"https://www.linkedin.com/company/geminus-ai/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"Hatch Techs","Software Development","Dover, Delaware","HatchTechs is at the forefront of enabling businesses to achieve unparalleled success through transformative digital solutions as a full-service business transformation company. We deliver in-depth services to optimize all operations, increase market share, and improve CX. Business Process Outsourcing: HatchTechs provides customized BPO solutions that empower businesses to rightsize operations and concentrate on what they do best. Our offerings include: Customer Support Services: Live chat, email support, social media support, and 24/7 call center solutions to enhance customer satisfaction. Technical Support: Proactive troubleshooting and IT assistance to facilitate smooth business operations. Digital Marketing Solutions: We devise data-focused marketing strategies that accelerate brand growth and customer engagement. Our expertise includes: Search Engine Optimization: Enhancing online visibility and driving organic traffic to your website. Customer Acquisition: High-conversion campaigns delivering measurable ROI. Social Media Management: Building and managing impactful social media presences. Content Marketing: Engaging and value-packed content to establish brand authority. Online Reputation Management: Build trust and improve brand engagement. Technology Solutions: HatchTechs is experienced in creating end-to-end, scalable, and future-ready technology solutions. We provide: Custom Software Development: Tailored applications to meet unique business needs. Mobile App Development: User-friendly and feature-rich apps for Android and iOS platforms. Cloud Integration Services: Seamlessly migrate and manage your business on the cloud for enhanced scalability. Sales Hub: Our Sales Hub services empower enterprises to grow sales and revenue with strategic enablement solutions. These include: Sales Solutions: Automating sales pipelines and improving customer relationships. Cloud Contact Center: Optimizing CX and CSAT through omnichannel communication expertise.",5000,"https://www.linkedin.com/company/hatchtechs/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"EraaSoft","Software Development","cairo","We focus on your business goals and deliver on measurable solutions for online growth and greater brand loyalty. Before starting any project, we dive into your business and your needs to understand your value and market place. We carefully study your market place, your target, your competitors, and everything related to your business, then provide customized solutions that are tailored to generate results for you. We believe that your success is ours, so we working to make your business more successful, easy, developed to achieve our goals.",29000,"https://www.linkedin.com/company/eraasoft/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
"PositiveEdge Solutions","Software Development","Newark, California","PositiveEdge is a global business technology company. We do more than just deliver technology. We offer a unique expertise that comes from rich customer experience. Combining unparalleled experience, comprehensive capabilities across all industries and business functions, and extensive research on the world’s most successful companies, PositiveEdge collaborates with clients to help them become high-performance businesses. PositiveEdge helps customers design, develop, and deploy software solutions for critical customer-facing business challenges. By leveraging their uncommon commitment to project success, along with their comprehensive knowledge of Microsoft technologies, backed by broad industry experience and methodologies, PositiveEdge consultants extend platforms such as Microsoft Dynamics CRM to create commercial advantage for their customers. By leveraging a unique onshore/offshore delivery model, PositiveEdge solution consultants can work around the clock to deliver solutions quickly and cost effectively. Microsoft Dynamics provides the robust platform that has formed the foundation of more than 100 successful projects deployed globally in multiple industries, across dozens of enterprises.",4000,"https://www.linkedin.com/company/positiveedge-solutions/","","[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]"
