source,company_name,country,company_industry,categories,company_location,address,company_description,shortAbout,linkedin_followers,domain,linkedin_company_url,linkedin_search_term,linkedin_search_params,id,code,title,createdAt,updatedAt,logo,hidden,highlights,locationLng,locationLat,invitationCode,isActive,emails,phones,geography_status,geography_confidence,geography_evidence,review_reason
linkedin,Aekot,United States,Software Development,,"Wilmington, Delaware",,"Aekot is a Salesforce consultancy servicing global clients, with majority of our customers based out of North America region. With an A-team of highly qualified Salesforce professionals collectively holding decades years of SFDC experience, we excel at transforming businesses with the help of World's #1 CRM. Aekot is a Salesforce Consulting Partner and is growing rapidly by providing a suite of Salesforce services to clients across the globe. Aekot was conceived with a vision of re-imagining the digital experience for businesses by bringing together cloud technology, business strategy and data analytics in a highly collaborative environment. We believe that achieving business excellence in a disruptive age is directly associated with the ability to transform & adapt with the ever-evolving digital world. We specialize in Salesforce Customization, Implementation, Consultation, Application Development, Migration, Integration and Support & Maintenance on Sales Cloud, Service Cloud, Marketing Cloud, Tableau, etc.",,4000,,https://www.linkedin.com/company/aekot/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Wilmington, Delaware","Source location resolves to United States, outside the configured MENA scope."
linkedin,shortlistd.io,United States,Software Development,,"Middletown, Delaware",,"We are building the AI workforce for hiring. Find out more at www.shortlistd.io shortlistd.io is an AI recruitment platform that autonomously sources, screens, and interviews candidates at scale reducing time-to-hire by up to 80% while cutting agency costs. Built for HR teams managing high-volume hiring or hard-to-fill roles, shortlistd.io uses coordinated AI agents to handle end-to-end recruitment workflows from job intake to interview-ready shortlists. Core Capabilities: 🔹Autonomous Candidate Sourcing: Access 800M+ global profiles with semantic search that identifies qualified candidates beyond keyword matching 🔹AI-Powered Voice Interviews: Conduct structured, consistent first-round interviews 24/7 with adaptive questioning and objective evaluation 🔹Skills-Based Screening: Evaluate candidates on experience and competency rather than CV keywords, reducing bias and improving match quality 🔹Scalable Hiring Workflows: Customize interview logic by role, seniority, and criteria; AI agents execute consistently across all candidates shortlistd.io replaces traditional recruitment agencies and manual screening processes, delivering interview-ready candidates faster and at a fraction of the cost. Hiring teams using shortlistd.io reduce recruiter workload on administrative tasks, enabling focus on strategic hiring decisions and candidate relationships. ✅ Ideal For: growing companies, scale-ups, and enterprises hiring across multiple markets, particularly those with roles requiring speed and quality at scale.",,5000,,https://www.linkedin.com/company/shortlistd-io/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Middletown, Delaware","Source location resolves to United States, outside the configured MENA scope."
linkedin,DATA GUMBO,United States,Software Development,,"Houston, Texas",,"Data Gumbo's superior network allows our users to build, negotiate and execute immutable and auditable smart contracts and artificial intelligence platforms. As a neutral third-party, we supply the blockchain and AI technologies and customized infrastructure for companies to build and operate their own trusted systems with confidence. We developed our leading award winning technology with equity funding from Saudi Aramco Energy Ventures, the venture subsidiary of Saudi Aramco; Equinor Ventures, the venture subsidiary of Equinor, Norway’s leading energy operator; and other venture capital and seed investors. Data Gumbo is headquartered in Houston, Texas, with an office in Saudi Arabia.",,5000,,https://www.linkedin.com/company/data-gumbo/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Houston, Texas","Source location resolves to United States, outside the configured MENA scope."
linkedin,Astra Tech Consulting,United States,Software Development,,"New York City, New York",,"North American, AI and technology consulting firm with delivery hubs in New York, San Francisco, Columbus, Toronto and Dubai. At Astra Tech Consulting, our mission is to accelerate digital transformation through the power of artificial intelligence, engineering excellence, and strategic innovation. With delivery hubs in USA, Canada and UAE, we operate across all time zones to support global enterprises with precision and agility. We design and implement AI-driven, enterprise-grade solutions that enable businesses to scale intelligently, optimize performance, and unlock long-term growth. Our multidisciplinary teams merge deep technical expertise with global consulting insight, helping organizations bridge innovation and execution. At Astra Tech Consulting, we don’t just build systems — we build intelligent foundations for the future of business.",,5000,,https://www.linkedin.com/company/astra-tech-consulting/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"New York City, New York","Source location resolves to United States, outside the configured MENA scope."
linkedin,MilkStraw AI,United States,Software Development,,San Francisco,,"Get the prices of reserved instances but with the flexibility of on-demand. No engineering or contracts! If this is as exciting for you as it is for us, don't hesitate to say hello!",,4000,,https://www.linkedin.com/company/milkstraw-ai/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,San Francisco,"Source location resolves to United States, outside the configured MENA scope."
linkedin,"mindzie, inc. - Process Aware Intelligence Platform",United States,Software Development,,"DALLAS, TX",,"mindzie - The Process Aware Intelligence platform. Model, mine, monitor, and optimize the processes your business runs on. Your business runs on processes. Most companies don't truly understand how theirs actually work. Process maps go stale. Bottlenecks hide in plain sight. AI agents without process context create more work than they finish. mindzie is a Process Aware Intelligence platform. We turn how your business actually runs into a living, measurable asset that your teams, your leaders, and your AI agents can all act on. One platform. Four capabilities. Model. Full BPMN 2.0 process modeling for documentation, compliance, and governance. Mine. Automated process discovery from the event data your systems already capture. Monitor. Real time SLA tracking with AI predictions and early warnings. Optimize. AI generated intelligence reports with actionable recommendations for analysts, managers, and executives. To learn more, visit www.mindzie.com",,5000,,https://www.linkedin.com/company/mindzie/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"DALLAS, TX","Source location resolves to United States, outside the configured MENA scope."
linkedin,KNOATIV,United States,Software Development,,"Plano, Texas",,"Meaningful experiences start with knowing your customer. But the more places a brand sells — store, marketplace, web, app — the harder it is to recognise the customer standing in front of you. Experiences feel generic, and growth costs more every year. We are a retail technology company. Through loyalty management, AI voice agents and unified commerce, our customer experience platform helps retail brands drive higher customer lifetime value, resolve every inquiry in seconds, and deliver one seamless brand across every channel. The results speak for themselves: 10M+ loyalty members acquired 25% year-over-year revenue growth $41M+ in campaign-driven sales 30% faster order fulfillment These are not projections. These are results our clients achieved with Knoativ — trusted by leading retail brands, with Fortune 10 engagement. Built for retail. AI across the journey. Enterprise-ready: SOC 2 Type II, ISO 27001, 200+ integrations, cloud/on-prem/hybrid, native Arabic support.",,2000,,https://www.linkedin.com/company/knoativ/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Plano, Texas","Source location resolves to United States, outside the configured MENA scope."
linkedin,Requis,United States,Software Development,,"The Woodlands, Texas",,"Requis is the only capital project procurement platform with a circular economy marketplace empowering companies to pair economic objectives with sustainability goals. Global resource and energy leaders trust Requis to simplify buying and selling for capital projects, saving millions and reducing carbon footprint in the process. With Requis, supply chain and procurement experts can expect not just a platform that simplifies the procurement process for capital projects, but a partner that understands the importance of economic and environmental goals. Together, let's build a future where procurement serves as a vehicle for sustainable growth.",,5000,,https://www.linkedin.com/company/requis/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"The Woodlands, Texas","Source location resolves to United States, outside the configured MENA scope."
linkedin,Geminus,United States,Software Development,,"Cambridge, Massachusetts",,"Geminus is pioneering real-time intelligence for complex industrial systems. Our platform is the first to seamlessly integrate data, physics, and computation to enable autonomous control of cyber-physical systems. Built to scale across the largest industrial operations, Geminus empowers organizations to solve their most complex challenges in real time - unlocking new levels of productivity, efficiency, and innovation.",,4000,,https://www.linkedin.com/company/geminus-ai/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Cambridge, Massachusetts","Source location resolves to United States, outside the configured MENA scope."
linkedin,Hatch Techs,United States,Software Development,,"Dover, Delaware",,"HatchTechs is at the forefront of enabling businesses to achieve unparalleled success through transformative digital solutions as a full-service business transformation company. We deliver in-depth services to optimize all operations, increase market share, and improve CX. Business Process Outsourcing: HatchTechs provides customized BPO solutions that empower businesses to rightsize operations and concentrate on what they do best. Our offerings include: Customer Support Services: Live chat, email support, social media support, and 24/7 call center solutions to enhance customer satisfaction. Technical Support: Proactive troubleshooting and IT assistance to facilitate smooth business operations. Digital Marketing Solutions: We devise data-focused marketing strategies that accelerate brand growth and customer engagement. Our expertise includes: Search Engine Optimization: Enhancing online visibility and driving organic traffic to your website. Customer Acquisition: High-conversion campaigns delivering measurable ROI. Social Media Management: Building and managing impactful social media presences. Content Marketing: Engaging and value-packed content to establish brand authority. Online Reputation Management: Build trust and improve brand engagement. Technology Solutions: HatchTechs is experienced in creating end-to-end, scalable, and future-ready technology solutions. We provide: Custom Software Development: Tailored applications to meet unique business needs. Mobile App Development: User-friendly and feature-rich apps for Android and iOS platforms. Cloud Integration Services: Seamlessly migrate and manage your business on the cloud for enhanced scalability. Sales Hub: Our Sales Hub services empower enterprises to grow sales and revenue with strategic enablement solutions. These include: Sales Solutions: Automating sales pipelines and improving customer relationships. Cloud Contact Center: Optimizing CX and CSAT through omnichannel communication expertise.",,5000,,https://www.linkedin.com/company/hatchtechs/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Dover, Delaware","Source location resolves to United States, outside the configured MENA scope."
linkedin,PositiveEdge Solutions,United States,Software Development,,"Newark, California",,"PositiveEdge is a global business technology company. We do more than just deliver technology. We offer a unique expertise that comes from rich customer experience. Combining unparalleled experience, comprehensive capabilities across all industries and business functions, and extensive research on the world’s most successful companies, PositiveEdge collaborates with clients to help them become high-performance businesses. PositiveEdge helps customers design, develop, and deploy software solutions for critical customer-facing business challenges. By leveraging their uncommon commitment to project success, along with their comprehensive knowledge of Microsoft technologies, backed by broad industry experience and methodologies, PositiveEdge consultants extend platforms such as Microsoft Dynamics CRM to create commercial advantage for their customers. By leveraging a unique onshore/offshore delivery model, PositiveEdge solution consultants can work around the clock to deliver solutions quickly and cost effectively. Microsoft Dynamics provides the robust platform that has formed the foundation of more than 100 successful projects deployed globally in multiple industries, across dozens of enterprises.",,4000,,https://www.linkedin.com/company/positiveedge-solutions/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Newark, California","Source location resolves to United States, outside the configured MENA scope."
linkedin,Devline Solutions,Pakistan,IT Services and IT Consulting,,"Lahore, Punjab",,"𝗗𝗲𝘃𝗹𝗶𝗻𝗲 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻𝘀 AI-First Technology & Engineering Partner Since 2018, we’ve helped startups and businesses build, scale, and transform with AI, software engineering, and intelligent automation. We build AI agents, AI-powered SaaS products, intelligent automation systems, custom software, and dedicated AI & engineering teams that help businesses move faster and operate smarter. 𝗢𝘂𝗿 𝗖𝗼𝗿𝗲 𝗦𝗲𝗿𝘃𝗶𝗰𝗲𝘀: • AI Agents & Multi-Agent Systems • AI Automation & Intelligent Workflows • AI-Powered SaaS Products • RAG & Enterprise AI Solutions • Custom Software & Web Applications • Dedicated AI & Software Engineering Teams • ERP, CRM & Business Automation ✓ 𝗛𝗼𝘄 𝘄𝗲 𝘄𝗼𝗿𝗸: 1- Discovery & Strategy 2- Research & Requirement Analysis 3- AI & Technology Planning 4- UX/UI & Prototyping 5- Development & AI Integration 6- Testing & Optimization 7- Deployment & Support 💯 𝗪𝗵𝘆 𝗗𝗲𝘃𝗹𝗶𝗻𝗲 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻𝘀: ✓ AI-first approach with strong engineering expertise ✓ Experienced AI & software development teams ✓ Scalable, secure, and business-focused solutions ✓ Latest AI technologies and modern development practices ✓ Transparent communication & reliable delivery ✓ Long-term technology partnership ✓ Focused on measurable business outcomes We combine AI expertise, engineering excellence, and product thinking to turn ambitious ideas into scalable technology. Build with AI. Automate smarter. Scale faster.",,16000,,https://www.linkedin.com/company/devlinesolutions/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Lahore, Punjab","Source location resolves to Pakistan, outside the configured MENA scope."
linkedin,Storlytics Energy Storage,United States,Software Development,,"Charlotte, North Carolina",,"Storlytics Energy Storage is a US based energy storage software and consulting firm headquartered in Charlotte, North Carolina. Our team of PhDs and professional engineers partner with industry leading utilities , engineering consultants, Universities, and national labs to develop accurate models for grid tied battery energy storage systems. Storlytics also provides engineering and consulting services to renewable and energy storage developers, financiers, integrators and battery OEMs. The Storlytics team work with leading battery cell/modules, inverter, and converter manufacturers to perfect their product models within the Storlytics platform. Storlytics power systems engineers bring more than 20 years of industry experience into the simulation of operation of grid tied battery energy storage systems to the Storlytics platform. Recognizing major industry pain points in uncertainty of degradation and system loss profiles of battery energy storage systems, the Storlytics team have built the Storlytics platform to predict degradation of battery energy storage systems, allowing our users to reduce project uncertainty and risk. This also allows our users to optimize project design and inform selection of major system components like batteries and inverters. Our clients turn to the Storlytics platform to overcome even the most complex and intricate battery use-cases, to deliver results on time and on budget, from start to finish, and in some of the most remote locations. Dedicated to delivering the right solutions for all your energy storage project needs, we recognize that working together is key for a project’s long-term success. For business-related queries, you can reach us at: accounts@storlytics.net",,4000,,https://www.linkedin.com/company/storlytics/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Charlotte, North Carolina","Source location resolves to United States, outside the configured MENA scope."
linkedin,TheCapitalNet,United States,Software Development,,"Menlo Park, CA",,"TheCapitalNet has found a new home and is not taking any new customers at this point in time. --- TheCapitalNet was an award-winning Financial Technologies company that provided the most comprehensive, advanced, and intelligent, fund management and fund administration solutions to the global Alternatives Asset Management industry currently focused on Private Equity and Venture Capital.",,4000,,https://www.linkedin.com/company/thecapitalnet/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Menlo Park, CA","Source location resolves to United States, outside the configured MENA scope."
linkedin,DigiTax,United States,Software Development,,"Willmington, Delaware",,"DigiTax is a e-invoicing service provider licensed by tax authorities in multiple markets to provide seamless e-invoicing solutions for micro,small,medium and large enterprises. We enable companies to generate and transmit compliant e-invoices, and meet reporting requirements, all from one platform. Designed for reliability and scalability, DigiTax is built to support the needs of fast-growing, digital-first businesses and enterprises navigating complex regulatory landscapes. By automating the compliance process, we help businesses save time, reduce errors, and focus on growth while staying ahead of evolving tax mandates.",,3000,,https://www.linkedin.com/company/digi-tax/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Willmington, Delaware","Source location resolves to United States, outside the configured MENA scope."
linkedin,"BIO-key International, Inc.",United States,Software Development,,"Holmdel, New Jersey",,"BIO-key is a trusted provider of Identity and Access Management (IAM) and Biometric solutions that offer an easy and secure way to authenticate the identity of employees, customers, and suppliers while managing their access across devices and applications. Over 1,000 global customers, including AT&T, the federal government, and 200+ higher education institutions trust BIO-key PortalGuard IDaaS, an award-winning IAM platform, to reduce password-related help desk calls by up to 95%, eliminate passwords, secure remote access, prevent phishing attacks, and improve productivity for the IT team. PortalGuard provides the simplicity and flexibility required to secure the modern digital experience with options for single sign-on, self-service password reset, and over 17 multi-factor authentication methods. Backed by decades of expertise, BIO-key has a proven track record of successful IAM project delivery and strong customer relationships.",,3000,,https://www.linkedin.com/company/bio-key-international/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Holmdel, New Jersey","Source location resolves to United States, outside the configured MENA scope."
linkedin,Logical Technologist,United States,Software Development,,"Collingdale, PA",,"Winning the trust and respect of hundreds of clients is not easy. It takes great products. It mandates consistency, transparency and honesty. It requires exceptional customer care. As a Logical Technologist customer, you will experience this every day. You will see that our stable, high-performance, visually stunning applications are the right tools for your company. And we are always out there to help make your projects a success.",,1000,,https://www.linkedin.com/company/logical-technologist/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Collingdale, PA","Source location resolves to United States, outside the configured MENA scope."
linkedin,neurobotx,United States,Software Development,,"New York, New York",,"Neurobotx is a Boeing backed, leading company for mobility simulation. Neurobotx built Metapilot, the Boeing backed neuromorphic XR launchpad for airtaxis, drones, EVs and future mobility. The founder brought her IP from Nobel laureate lab where she tested brain responses to VR on awake mice into neurobotx. The rest of the team includes an air mobility exited founder at 90+ M$, founder from Hyundai acquired Motional, and Boeing/NASA regulators. With over 10 mobility airtaxis live on Metapilot, and 200 more in the pipeline, you can now directly play Metapilot and get on a path to become a real airtaxi pilot and own shares in real airtaxi companies.",,4000,,https://www.linkedin.com/company/neurobotx/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"New York, New York","Source location resolves to United States, outside the configured MENA scope."
linkedin,ITProfound Inc.,United States,Software Development,,"Inver Grove Heights, Minnesota",,"The company that built over successful deliverance of gigantic applications across the US, Canada, Dubai and India. We are committed to building state of the art applications to meet today's challenges in Information Technology and help the businesses to thrive. We are a women owned company and most leaders are incredible Women, join us and excel in your passionate role.",,3000,,https://www.linkedin.com/company/itprofound-inc/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Inver Grove Heights, Minnesota","Source location resolves to United States, outside the configured MENA scope."
linkedin,SONAMAK,United States,Software Development,,"Wilmington, DE",,Sonamak is a leading software company in the middle east. Enginnering and/or devevelopment of Hi tech white label software solutions is our main scope. Sonamak App is a Medical institutions Managemnet App that is one of the market leaders.,,4000,,https://www.linkedin.com/company/sonamak/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Wilmington, DE","Source location resolves to United States, outside the configured MENA scope."
linkedin,ACT Building Systems,United States,Software Development,,"Washington DC, Washington DC",,"ACT Building Systems provide a business system for companies who want to set up, operate, or add value to an existing, state or nationwide network of customers/dealers/distributors. The business system allows roll formers, building manufacturers, and building resellers, to set up or add value to a customer/dealer/distributor network for the supply, selling, and or construction of COLD FORMED Steel Buildings ranging from 10'​ (3.0m) to 100'​ (30m) clear span. For the company setting up their network the system includes - direct payment from dealer/distributors - ability to control prices of buildings and components geographically - ability to control engineering specifications - direct communication to dealer/distributors - control credit and access level per dealer/distributor - train on new additions/procedures through systems For the dealer/distributor network the system includes; - your building business all in one location on your laptop/desktop or tablet. - a point of sales tool for use in front of customer - ability to design and engineer and endless range of buildings at touch of button - built in quotes/agreements for signing customers up - order of buildings at the click of a button - on-line payment systems for paying suppliers - news and updates",,3000,,https://www.linkedin.com/company/actbuildingsystems/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Washington DC, Washington DC","Source location resolves to United States, outside the configured MENA scope."
linkedin,Visual AI Solutions (VAIS),United States,Software Development,,"Wilmington, Delaware",,"Visual and AI Solutions (VAIS) is a leading DeepTech/AgriTech company that revolutionizes precision and climate-smart agriculture with its innovative, sensor-free, AI-based approach. At the core of VAIS solutions is a proprietary virtual field probing technology that applies sophisticated machine learning algorithms on petabytes of multi-spectral (optical, thermal, SAR, etc.), multi-modal data obtained from tens of heterogenous data sources (satellites, soil models, crop models, elevation data, meteorological simulations, etc.). The technology provides ground and below ground insights with sensor-level precision without using any ground sensors, drone/aircraft-mounted sensors or any hardware in the field. It is geography-agnostic and insignificantly hindered by cloud coverage or atmospheric effects. VAIS specialized solutions are delivered through Software-as-a-Service (SaaS) platforms, accessible via both mobile and desktop applications that offer growers, agribusinesses, traders, insurers, and governments with dependable, field-level irrigation management, weather information, disease control and crop monitoring capabilities. Our products are designed to be both scalable and cost-effective, aiming to enhance the productivity, profitability, and sustainability of the agricultural sector on a global scale. The company is committed to the digitization of agricultural practices, bolstering food security, and mitigating the adverse impacts of climate change.",,3000,,https://www.linkedin.com/company/visual-ai-systems/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Wilmington, Delaware","Source location resolves to United States, outside the configured MENA scope."
linkedin,SettleMint,Belgium,Software Development,,"Leuven, Flemish Region",,"SettleMint provides the governance and orchestration layer between existing core financial systems and multiple blockchain networks, delivering the infrastructure required to build, deploy, and operate compliant digital asset solutions in production. Our platform, DALP (Digital Asset Lifecycle Platform) supports the full digital asset lifecycle - including issuance, compliance controls, custody integration, distribution, and secondary market enablement - allowing institutions to retain governance, regulatory compliance, and operational control while expanding across asset classes and jurisdictions. Through DALP, we enable institutions to design, launch, and operate digital asset solutions across major asset classes and blockchain networks — with the governance, compliance, and reliability required for real-world deployment.",,23000,,https://www.linkedin.com/company/settlemint/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Leuven, Flemish Region","Source location resolves to Belgium, outside the configured MENA scope."
linkedin,Pryze,United States,Mobile Gaming Apps,,"Dover, Delaware",,"Pryze is Pakistan's first skill-based competitive gaming mobile app. We offer a curated selection of skill-based games, enabling players to compete and earn real cash rewards.",,5000,,https://www.linkedin.com/company/pryzeofficial/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Dover, Delaware","Source location resolves to United States, outside the configured MENA scope."
linkedin,MLnetworks,United States,Software Development,,United State,,"MLNetworks helps Telcos to design, operate and optimize their networks more intelligently through an end-to-end data platform. Proudly backed by NVIDIA, Google, 500 Global, Sanabil Investments and leaders from Airtel, Vodafone, Orange, Huawei.",,3000,,https://www.linkedin.com/company/mlnetworks/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,high,United State,"Source location resolves to United States, outside the configured MENA scope."
linkedin,EngageNest,United States,Software Development,,"Atlanta, GA",,"Welcome to EngageNest, where innovation meets communication. With headquarters in Atlanta and a global presence across other countries (India, Middle East, US and UK ) we provide comprehensive CPaaS (Communication Platform as a Service) & Telco solutions. We're not just another CPaaS company; we are the architects of the future, shaping tomorrow's communication landscape.",,3000,,https://www.linkedin.com/company/engagenestinc/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Atlanta, GA","Source location resolves to United States, outside the configured MENA scope."
linkedin,Connixt,United States,Software Development,,"Cerritos, CA",,"Transform your maintenance with the easiest mobile app for field crew IMARQ IS THE EASIEST WAY TO DIGITIZE & AUTOMATE YOUR PAPERWORK, PROCESS, REPORTING & COMPLIANCE Connixt’s cloud-based IoT-driven mobile apps are the fastest means for businesses to digitize and automate inspection, maintenance and safety processes for their assets, field crew and contractors. Some of the largest Utilities, Transportation companies, Construction companies, global Manufacturers and Distributors use Connixt's simple, intuitive pre-built apps to automate key processes on the field: ● Inspections & Condition Assessment ● Scheduling & Managing field crew, temp workers and contractors ● Condition Based Maintenance ● Field Operations (e.g. service tech, sales) ● Procure-to-Pay Automation: instant global supplier integration, PO and Invoice life cycle management ● iOT - Real-time asset maintenance, automated work orders The Connixt promise is simple wherever you use it - on the field, in the office, at the warehouse, in transit - integration in minutes, instant visibility and real-time intelligence, and: ● NO software or hardware to purchase. ● NO specialized portable or mobile devices. ● NO changes to your existing systems - seamless integration with multiple back-end systems. ● NO existing systems required - Connixt optionally manages your assets, schedules and workforce in the cloud. ● NO hidden costs. A simple flat fee. ● NO surprises: our customers are up and running in days.",,3000,,https://www.linkedin.com/company/connixt/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Cerritos, CA","Source location resolves to United States, outside the configured MENA scope."
